queryID,songID,repertoire,role,split,lengthSec,startSample,rep,noiseType,noiseFile,noiseStartSample,targetSnrDb,seed
26390,118,opm,db,test,3,921843,3,traffic,STRAFFIC_ch01_8k.wav,1964795,-15,3504593092
26391,118,opm,db,test,3,921843,3,traffic,STRAFFIC_ch01_8k.wav,1964795,-20,4214307546
26392,118,opm,db,test,3,921843,3,traffic,STRAFFIC_ch01_8k.wav,1964795,-25,2835366721
26393,118,opm,db,test,3,921843,3,crowd,SPSQUARE_ch01_8k.wav,742733,10,2683540616
26394,118,opm,db,test,3,921843,3,crowd,SPSQUARE_ch01_8k.wav,742733,5,1371945136
26395,118,opm,db,test,3,921843,3,crowd,SPSQUARE_ch01_8k.wav,742733,0,87675104
26396,118,opm,db,test,3,921843,3,crowd,SPSQUARE_ch01_8k.wav,742733,-5,823765561
26397,118,opm,db,test,3,921843,3,crowd,SPSQUARE_ch01_8k.wav,742733,-10,2510109611
26398,118,opm,db,test,3,921843,3,crowd,SPSQUARE_ch01_8k.wav,742733,-15,649899255
26399,118,opm,db,test,3,921843,3,crowd,SPSQUARE_ch01_8k.wav,742733,-20,3796045885
26400,118,opm,db,test,3,921843,3,crowd,SPSQUARE_ch01_8k.wav,742733,-25,808075281
26401,118,opm,db,test,5,960438,1,none,,0,Inf,3751800824
26402,118,opm,db,test,5,960438,1,cafe,PCAFETER_ch01_8k.wav,1208369,10,1908260566
26403,118,opm,db,test,5,960438,1,cafe,PCAFETER_ch01_8k.wav,1208369,5,3007136722
26404,118,opm,db,test,5,960438,1,cafe,PCAFETER_ch01_8k.wav,1208369,0,2731216350
26405,118,opm,db,test,5,960438,1,cafe,PCAFETER_ch01_8k.wav,1208369,-5,503181546
26406,118,opm,db,test,5,960438,1,cafe,PCAFETER_ch01_8k.wav,1208369,-10,2674215656
26407,118,opm,db,test,5,960438,1,cafe,PCAFETER_ch01_8k.wav,1208369,-15,2365249991
26408,118,opm,db,test,5,960438,1,cafe,PCAFETER_ch01_8k.wav,1208369,-20,3859475062
26409,118,opm,db,test,5,960438,1,cafe,PCAFETER_ch01_8k.wav,1208369,-25,3783336344
26410,118,opm,db,test,5,960438,1,traffic,STRAFFIC_ch01_8k.wav,1425332,10,648345875
26411,118,opm,db,test,5,960438,1,traffic,STRAFFIC_ch01_8k.wav,1425332,5,350835029
26412,118,opm,db,test,5,960438,1,traffic,STRAFFIC_ch01_8k.wav,1425332,0,1265263947
26413,118,opm,db,test,5,960438,1,traffic,STRAFFIC_ch01_8k.wav,1425332,-5,4237469952
26414,118,opm,db,test,5,960438,1,traffic,STRAFFIC_ch01_8k.wav,1425332,-10,92658665
26415,118,opm,db,test,5,960438,1,traffic,STRAFFIC_ch01_8k.wav,1425332,-15,2890050162
26416,118,opm,db,test,5,960438,1,traffic,STRAFFIC_ch01_8k.wav,1425332,-20,2613546585
26417,118,opm,db,test,5,960438,1,traffic,STRAFFIC_ch01_8k.wav,1425332,-25,2777032568
26418,118,opm,db,test,5,960438,1,crowd,SPSQUARE_ch01_8k.wav,772756,10,937530758
26419,118,opm,db,test,5,960438,1,crowd,SPSQUARE_ch01_8k.wav,772756,5,973743586
26420,118,opm,db,test,5,960438,1,crowd,SPSQUARE_ch01_8k.wav,772756,0,1849593659
26421,118,opm,db,test,5,960438,1,crowd,SPSQUARE_ch01_8k.wav,772756,-5,411706147
26422,118,opm,db,test,5,960438,1,crowd,SPSQUARE_ch01_8k.wav,772756,-10,320461293
26423,118,opm,db,test,5,960438,1,crowd,SPSQUARE_ch01_8k.wav,772756,-15,379500963
26424,118,opm,db,test,5,960438,1,crowd,SPSQUARE_ch01_8k.wav,772756,-20,2460926801
26425,118,opm,db,test,5,960438,1,crowd,SPSQUARE_ch01_8k.wav,772756,-25,1708288267
26426,118,opm,db,test,5,567365,2,none,,0,Inf,872127766
26427,118,opm,db,test,5,567365,2,cafe,PCAFETER_ch01_8k.wav,745345,10,2998084922
26428,118,opm,db,test,5,567365,2,cafe,PCAFETER_ch01_8k.wav,745345,5,532286089
26429,118,opm,db,test,5,567365,2,cafe,PCAFETER_ch01_8k.wav,745345,0,4072668741
26430,118,opm,db,test,5,567365,2,cafe,PCAFETER_ch01_8k.wav,745345,-5,385769411
26431,118,opm,db,test,5,567365,2,cafe,PCAFETER_ch01_8k.wav,745345,-10,4052132912
26432,118,opm,db,test,5,567365,2,cafe,PCAFETER_ch01_8k.wav,745345,-15,3578974649
26433,118,opm,db,test,5,567365,2,cafe,PCAFETER_ch01_8k.wav,745345,-20,2923636295
26434,118,opm,db,test,5,567365,2,cafe,PCAFETER_ch01_8k.wav,745345,-25,3918305773
26435,118,opm,db,test,5,567365,2,traffic,STRAFFIC_ch01_8k.wav,489196,10,597940165
26436,118,opm,db,test,5,567365,2,traffic,STRAFFIC_ch01_8k.wav,489196,5,757266189
26437,118,opm,db,test,5,567365,2,traffic,STRAFFIC_ch01_8k.wav,489196,0,1082987136
26438,118,opm,db,test,5,567365,2,traffic,STRAFFIC_ch01_8k.wav,489196,-5,1051457501
26439,118,opm,db,test,5,567365,2,traffic,STRAFFIC_ch01_8k.wav,489196,-10,1335083158
26440,118,opm,db,test,5,567365,2,traffic,STRAFFIC_ch01_8k.wav,489196,-15,2472315882
26441,118,opm,db,test,5,567365,2,traffic,STRAFFIC_ch01_8k.wav,489196,-20,121000445
26442,118,opm,db,test,5,567365,2,traffic,STRAFFIC_ch01_8k.wav,489196,-25,1641848294
26443,118,opm,db,test,5,567365,2,crowd,SPSQUARE_ch01_8k.wav,971167,10,1058216067
26444,118,opm,db,test,5,567365,2,crowd,SPSQUARE_ch01_8k.wav,971167,5,2605455357
26445,118,opm,db,test,5,567365,2,crowd,SPSQUARE_ch01_8k.wav,971167,0,4231270056
26446,118,opm,db,test,5,567365,2,crowd,SPSQUARE_ch01_8k.wav,971167,-5,2223309629
26447,118,opm,db,test,5,567365,2,crowd,SPSQUARE_ch01_8k.wav,971167,-10,1828304180
26448,118,opm,db,test,5,567365,2,crowd,SPSQUARE_ch01_8k.wav,971167,-15,1581593983
26449,118,opm,db,test,5,567365,2,crowd,SPSQUARE_ch01_8k.wav,971167,-20,3371331223
26450,118,opm,db,test,5,567365,2,crowd,SPSQUARE_ch01_8k.wav,971167,-25,309155748
26451,118,opm,db,test,5,1791859,3,none,,0,Inf,4019569109
26452,118,opm,db,test,5,1791859,3,cafe,PCAFETER_ch01_8k.wav,986301,10,2757086136
26453,118,opm,db,test,5,1791859,3,cafe,PCAFETER_ch01_8k.wav,986301,5,79488570
26454,118,opm,db,test,5,1791859,3,cafe,PCAFETER_ch01_8k.wav,986301,0,3214933242
26455,118,opm,db,test,5,1791859,3,cafe,PCAFETER_ch01_8k.wav,986301,-5,1441208059
26456,118,opm,db,test,5,1791859,3,cafe,PCAFETER_ch01_8k.wav,986301,-10,1667650893
26457,118,opm,db,test,5,1791859,3,cafe,PCAFETER_ch01_8k.wav,986301,-15,681792253
26458,118,opm,db,test,5,1791859,3,cafe,PCAFETER_ch01_8k.wav,986301,-20,2248235350
26459,118,opm,db,test,5,1791859,3,cafe,PCAFETER_ch01_8k.wav,986301,-25,3197829050
26460,118,opm,db,test,5,1791859,3,traffic,STRAFFIC_ch01_8k.wav,740345,10,1172573824
26461,118,opm,db,test,5,1791859,3,traffic,STRAFFIC_ch01_8k.wav,740345,5,4031827138
26462,118,opm,db,test,5,1791859,3,traffic,STRAFFIC_ch01_8k.wav,740345,0,836388428
26463,118,opm,db,test,5,1791859,3,traffic,STRAFFIC_ch01_8k.wav,740345,-5,284594586
26464,118,opm,db,test,5,1791859,3,traffic,STRAFFIC_ch01_8k.wav,740345,-10,2767521762
26465,118,opm,db,test,5,1791859,3,traffic,STRAFFIC_ch01_8k.wav,740345,-15,3647796176
26466,118,opm,db,test,5,1791859,3,traffic,STRAFFIC_ch01_8k.wav,740345,-20,4093674458
26467,118,opm,db,test,5,1791859,3,traffic,STRAFFIC_ch01_8k.wav,740345,-25,3294974400
26468,118,opm,db,test,5,1791859,3,crowd,SPSQUARE_ch01_8k.wav,2298833,10,857490270
26469,118,opm,db,test,5,1791859,3,crowd,SPSQUARE_ch01_8k.wav,2298833,5,4199022814
26470,118,opm,db,test,5,1791859,3,crowd,SPSQUARE_ch01_8k.wav,2298833,0,3948947017
26471,118,opm,db,test,5,1791859,3,crowd,SPSQUARE_ch01_8k.wav,2298833,-5,700798745
26472,118,opm,db,test,5,1791859,3,crowd,SPSQUARE_ch01_8k.wav,2298833,-10,2399966851
26473,118,opm,db,test,5,1791859,3,crowd,SPSQUARE_ch01_8k.wav,2298833,-15,2385929176
26474,118,opm,db,test,5,1791859,3,crowd,SPSQUARE_ch01_8k.wav,2298833,-20,1900672399
26475,118,opm,db,test,5,1791859,3,crowd,SPSQUARE_ch01_8k.wav,2298833,-25,4227456122
26476,118,opm,db,test,10,140026,1,none,,0,Inf,3348961113
26477,118,opm,db,test,10,140026,1,cafe,PCAFETER_ch01_8k.wav,1455146,10,1059683551
26478,118,opm,db,test,10,140026,1,cafe,PCAFETER_ch01_8k.wav,1455146,5,1689466387
26479,118,opm,db,test,10,140026,1,cafe,PCAFETER_ch01_8k.wav,1455146,0,4083517784
26480,118,opm,db,test,10,140026,1,cafe,PCAFETER_ch01_8k.wav,1455146,-5,3270534864
26481,118,opm,db,test,10,140026,1,cafe,PCAFETER_ch01_8k.wav,1455146,-10,2459827346
26482,118,opm,db,test,10,140026,1,cafe,PCAFETER_ch01_8k.wav,1455146,-15,953471520
26483,118,opm,db,test,10,140026,1,cafe,PCAFETER_ch01_8k.wav,1455146,-20,1826672944
26484,118,opm,db,test,10,140026,1,cafe,PCAFETER_ch01_8k.wav,1455146,-25,3324568049
26485,118,opm,db,test,10,140026,1,traffic,STRAFFIC_ch01_8k.wav,476312,10,3524205684
26486,118,opm,db,test,10,140026,1,traffic,STRAFFIC_ch01_8k.wav,476312,5,1050575621
26487,118,opm,db,test,10,140026,1,traffic,STRAFFIC_ch01_8k.wav,476312,0,2843526951
26488,118,opm,db,test,10,140026,1,traffic,STRAFFIC_ch01_8k.wav,476312,-5,408034745
26489,118,opm,db,test,10,140026,1,traffic,STRAFFIC_ch01_8k.wav,476312,-10,99696102
26490,118,opm,db,test,10,140026,1,traffic,STRAFFIC_ch01_8k.wav,476312,-15,2356536557
26491,118,opm,db,test,10,140026,1,traffic,STRAFFIC_ch01_8k.wav,476312,-20,963704136
26492,118,opm,db,test,10,140026,1,traffic,STRAFFIC_ch01_8k.wav,476312,-25,338924594
26493,118,opm,db,test,10,140026,1,crowd,SPSQUARE_ch01_8k.wav,1223426,10,3134588735
26494,118,opm,db,test,10,140026,1,crowd,SPSQUARE_ch01_8k.wav,1223426,5,2138784571
26495,118,opm,db,test,10,140026,1,crowd,SPSQUARE_ch01_8k.wav,1223426,0,3419983720
26496,118,opm,db,test,10,140026,1,crowd,SPSQUARE_ch01_8k.wav,1223426,-5,2851618795
26497,118,opm,db,test,10,140026,1,crowd,SPSQUARE_ch01_8k.wav,1223426,-10,3134488348
26498,118,opm,db,test,10,140026,1,crowd,SPSQUARE_ch01_8k.wav,1223426,-15,1320103645
26499,118,opm,db,test,10,140026,1,crowd,SPSQUARE_ch01_8k.wav,1223426,-20,1130761061
26500,118,opm,db,test,10,140026,1,crowd,SPSQUARE_ch01_8k.wav,1223426,-25,2580738010
26501,118,opm,db,test,10,382268,2,none,,0,Inf,2685077112
26502,118,opm,db,test,10,382268,2,cafe,PCAFETER_ch01_8k.wav,1891784,10,4058897574
26503,118,opm,db,test,10,382268,2,cafe,PCAFETER_ch01_8k.wav,1891784,5,352594166
26504,118,opm,db,test,10,382268,2,cafe,PCAFETER_ch01_8k.wav,1891784,0,469634090
26505,118,opm,db,test,10,382268,2,cafe,PCAFETER_ch01_8k.wav,1891784,-5,3624261538
26506,118,opm,db,test,10,382268,2,cafe,PCAFETER_ch01_8k.wav,1891784,-10,470701678
26507,118,opm,db,test,10,382268,2,cafe,PCAFETER_ch01_8k.wav,1891784,-15,169115924
26508,118,opm,db,test,10,382268,2,cafe,PCAFETER_ch01_8k.wav,1891784,-20,1494350467
26509,118,opm,db,test,10,382268,2,cafe,PCAFETER_ch01_8k.wav,1891784,-25,2004486512
26510,118,opm,db,test,10,382268,2,traffic,STRAFFIC_ch01_8k.wav,1213193,10,2445745232
26511,118,opm,db,test,10,382268,2,traffic,STRAFFIC_ch01_8k.wav,1213193,5,2178837908
26512,118,opm,db,test,10,382268,2,traffic,STRAFFIC_ch01_8k.wav,1213193,0,3922097831
26513,118,opm,db,test,10,382268,2,traffic,STRAFFIC_ch01_8k.wav,1213193,-5,3301404352
26514,118,opm,db,test,10,382268,2,traffic,STRAFFIC_ch01_8k.wav,1213193,-10,4225432873
26515,118,opm,db,test,10,382268,2,traffic,STRAFFIC_ch01_8k.wav,1213193,-15,2046360460
26516,118,opm,db,test,10,382268,2,traffic,STRAFFIC_ch01_8k.wav,1213193,-20,362192917
26517,118,opm,db,test,10,382268,2,traffic,STRAFFIC_ch01_8k.wav,1213193,-25,4103972860
26518,118,opm,db,test,10,382268,2,crowd,SPSQUARE_ch01_8k.wav,526625,10,17665895
26519,118,opm,db,test,10,382268,2,crowd,SPSQUARE_ch01_8k.wav,526625,5,3333306997
26520,118,opm,db,test,10,382268,2,crowd,SPSQUARE_ch01_8k.wav,526625,0,134355300
26521,118,opm,db,test,10,382268,2,crowd,SPSQUARE_ch01_8k.wav,526625,-5,3269390053
26522,118,opm,db,test,10,382268,2,crowd,SPSQUARE_ch01_8k.wav,526625,-10,4028417071
26523,118,opm,db,test,10,382268,2,crowd,SPSQUARE_ch01_8k.wav,526625,-15,1671860246
26524,118,opm,db,test,10,382268,2,crowd,SPSQUARE_ch01_8k.wav,526625,-20,1034936155
26525,118,opm,db,test,10,382268,2,crowd,SPSQUARE_ch01_8k.wav,526625,-25,971861560
26526,118,opm,db,test,10,885232,3,none,,0,Inf,1387744703
26527,118,opm,db,test,10,885232,3,cafe,PCAFETER_ch01_8k.wav,396464,10,1981206464
26528,118,opm,db,test,10,885232,3,cafe,PCAFETER_ch01_8k.wav,396464,5,2330395578
26529,118,opm,db,test,10,885232,3,cafe,PCAFETER_ch01_8k.wav,396464,0,609585835
26530,118,opm,db,test,10,885232,3,cafe,PCAFETER_ch01_8k.wav,396464,-5,3039820500
26531,118,opm,db,test,10,885232,3,cafe,PCAFETER_ch01_8k.wav,396464,-10,3792228917
26532,118,opm,db,test,10,885232,3,cafe,PCAFETER_ch01_8k.wav,396464,-15,1193944714
26533,118,opm,db,test,10,885232,3,cafe,PCAFETER_ch01_8k.wav,396464,-20,774773024
26534,118,opm,db,test,10,885232,3,cafe,PCAFETER_ch01_8k.wav,396464,-25,3266345922
26535,118,opm,db,test,10,885232,3,traffic,STRAFFIC_ch01_8k.wav,1561206,10,788305701
26536,118,opm,db,test,10,885232,3,traffic,STRAFFIC_ch01_8k.wav,1561206,5,177189565
26537,118,opm,db,test,10,885232,3,traffic,STRAFFIC_ch01_8k.wav,1561206,0,2659629379
26538,118,opm,db,test,10,885232,3,traffic,STRAFFIC_ch01_8k.wav,1561206,-5,1029724492
26539,118,opm,db,test,10,885232,3,traffic,STRAFFIC_ch01_8k.wav,1561206,-10,737920088
26540,118,opm,db,test,10,885232,3,traffic,STRAFFIC_ch01_8k.wav,1561206,-15,4215951672
26541,118,opm,db,test,10,885232,3,traffic,STRAFFIC_ch01_8k.wav,1561206,-20,1253550558
26542,118,opm,db,test,10,885232,3,traffic,STRAFFIC_ch01_8k.wav,1561206,-25,3880259384
26543,118,opm,db,test,10,885232,3,crowd,SPSQUARE_ch01_8k.wav,854590,10,765443771
26544,118,opm,db,test,10,885232,3,crowd,SPSQUARE_ch01_8k.wav,854590,5,3517479997
26545,118,opm,db,test,10,885232,3,crowd,SPSQUARE_ch01_8k.wav,854590,0,2156154641
26546,118,opm,db,test,10,885232,3,crowd,SPSQUARE_ch01_8k.wav,854590,-5,337561963
26547,118,opm,db,test,10,885232,3,crowd,SPSQUARE_ch01_8k.wav,854590,-10,3150810743
26548,118,opm,db,test,10,885232,3,crowd,SPSQUARE_ch01_8k.wav,854590,-15,3831425956
26549,118,opm,db,test,10,885232,3,crowd,SPSQUARE_ch01_8k.wav,854590,-20,700152642
26550,118,opm,db,test,10,885232,3,crowd,SPSQUARE_ch01_8k.wav,854590,-25,3116386360
26551,119,opm,db,dev,3,638519,1,none,,0,Inf,767601005
26552,119,opm,db,dev,3,638519,1,cafe,PCAFETER_ch01_8k.wav,1791222,10,2023046603
26553,119,opm,db,dev,3,638519,1,cafe,PCAFETER_ch01_8k.wav,1791222,5,4009756435
26554,119,opm,db,dev,3,638519,1,cafe,PCAFETER_ch01_8k.wav,1791222,0,1469194309
26555,119,opm,db,dev,3,638519,1,cafe,PCAFETER_ch01_8k.wav,1791222,-5,2700990987
26556,119,opm,db,dev,3,638519,1,cafe,PCAFETER_ch01_8k.wav,1791222,-10,51899292
26557,119,opm,db,dev,3,638519,1,cafe,PCAFETER_ch01_8k.wav,1791222,-15,3054266870
26558,119,opm,db,dev,3,638519,1,cafe,PCAFETER_ch01_8k.wav,1791222,-20,2590158465
26559,119,opm,db,dev,3,638519,1,cafe,PCAFETER_ch01_8k.wav,1791222,-25,3072597040
26560,119,opm,db,dev,3,638519,1,traffic,STRAFFIC_ch01_8k.wav,1696317,10,3885487746
26561,119,opm,db,dev,3,638519,1,traffic,STRAFFIC_ch01_8k.wav,1696317,5,629208127
26562,119,opm,db,dev,3,638519,1,traffic,STRAFFIC_ch01_8k.wav,1696317,0,1123518760
26563,119,opm,db,dev,3,638519,1,traffic,STRAFFIC_ch01_8k.wav,1696317,-5,4276846364
26564,119,opm,db,dev,3,638519,1,traffic,STRAFFIC_ch01_8k.wav,1696317,-10,671234491
26565,119,opm,db,dev,3,638519,1,traffic,STRAFFIC_ch01_8k.wav,1696317,-15,3095069425
26566,119,opm,db,dev,3,638519,1,traffic,STRAFFIC_ch01_8k.wav,1696317,-20,3114177322
26567,119,opm,db,dev,3,638519,1,traffic,STRAFFIC_ch01_8k.wav,1696317,-25,2933435803
26568,119,opm,db,dev,3,638519,1,crowd,SPSQUARE_ch01_8k.wav,63204,10,976849893
26569,119,opm,db,dev,3,638519,1,crowd,SPSQUARE_ch01_8k.wav,63204,5,923993766
26570,119,opm,db,dev,3,638519,1,crowd,SPSQUARE_ch01_8k.wav,63204,0,2861913094
26571,119,opm,db,dev,3,638519,1,crowd,SPSQUARE_ch01_8k.wav,63204,-5,799938451
26572,119,opm,db,dev,3,638519,1,crowd,SPSQUARE_ch01_8k.wav,63204,-10,2841392873
26573,119,opm,db,dev,3,638519,1,crowd,SPSQUARE_ch01_8k.wav,63204,-15,2115392863
26574,119,opm,db,dev,3,638519,1,crowd,SPSQUARE_ch01_8k.wav,63204,-20,1660558342
26575,119,opm,db,dev,3,638519,1,crowd,SPSQUARE_ch01_8k.wav,63204,-25,1289488122
26576,119,opm,db,dev,3,1307855,2,none,,0,Inf,2808381696
26577,119,opm,db,dev,3,1307855,2,cafe,PCAFETER_ch01_8k.wav,1207248,10,4113946998
26578,119,opm,db,dev,3,1307855,2,cafe,PCAFETER_ch01_8k.wav,1207248,5,456841672
26579,119,opm,db,dev,3,1307855,2,cafe,PCAFETER_ch01_8k.wav,1207248,0,3636289529
26580,119,opm,db,dev,3,1307855,2,cafe,PCAFETER_ch01_8k.wav,1207248,-5,1440594858
26581,119,opm,db,dev,3,1307855,2,cafe,PCAFETER_ch01_8k.wav,1207248,-10,3481017413
26582,119,opm,db,dev,3,1307855,2,cafe,PCAFETER_ch01_8k.wav,1207248,-15,3674931317
26583,119,opm,db,dev,3,1307855,2,cafe,PCAFETER_ch01_8k.wav,1207248,-20,1166031592
26584,119,opm,db,dev,3,1307855,2,cafe,PCAFETER_ch01_8k.wav,1207248,-25,1755914127
26585,119,opm,db,dev,3,1307855,2,traffic,STRAFFIC_ch01_8k.wav,1333554,10,3118207907
26586,119,opm,db,dev,3,1307855,2,traffic,STRAFFIC_ch01_8k.wav,1333554,5,425440695
26587,119,opm,db,dev,3,1307855,2,traffic,STRAFFIC_ch01_8k.wav,1333554,0,3244991820
26588,119,opm,db,dev,3,1307855,2,traffic,STRAFFIC_ch01_8k.wav,1333554,-5,474477605
26589,119,opm,db,dev,3,1307855,2,traffic,STRAFFIC_ch01_8k.wav,1333554,-10,3927557462
26590,119,opm,db,dev,3,1307855,2,traffic,STRAFFIC_ch01_8k.wav,1333554,-15,1186868227
26591,119,opm,db,dev,3,1307855,2,traffic,STRAFFIC_ch01_8k.wav,1333554,-20,2472180370
26592,119,opm,db,dev,3,1307855,2,traffic,STRAFFIC_ch01_8k.wav,1333554,-25,503170452
26593,119,opm,db,dev,3,1307855,2,crowd,SPSQUARE_ch01_8k.wav,2255464,10,1157464286
26594,119,opm,db,dev,3,1307855,2,crowd,SPSQUARE_ch01_8k.wav,2255464,5,1734973701
26595,119,opm,db,dev,3,1307855,2,crowd,SPSQUARE_ch01_8k.wav,2255464,0,2091858996
26596,119,opm,db,dev,3,1307855,2,crowd,SPSQUARE_ch01_8k.wav,2255464,-5,289901
26597,119,opm,db,dev,3,1307855,2,crowd,SPSQUARE_ch01_8k.wav,2255464,-10,3816747436
26598,119,opm,db,dev,3,1307855,2,crowd,SPSQUARE_ch01_8k.wav,2255464,-15,32963057
26599,119,opm,db,dev,3,1307855,2,crowd,SPSQUARE_ch01_8k.wav,2255464,-20,3322949894
26600,119,opm,db,dev,3,1307855,2,crowd,SPSQUARE_ch01_8k.wav,2255464,-25,2021121038
26601,119,opm,db,dev,3,734580,3,none,,0,Inf,705389995
26602,119,opm,db,dev,3,734580,3,cafe,PCAFETER_ch01_8k.wav,494846,10,1022713323
26603,119,opm,db,dev,3,734580,3,cafe,PCAFETER_ch01_8k.wav,494846,5,287348899
26604,119,opm,db,dev,3,734580,3,cafe,PCAFETER_ch01_8k.wav,494846,0,284685775
26605,119,opm,db,dev,3,734580,3,cafe,PCAFETER_ch01_8k.wav,494846,-5,59166551
26606,119,opm,db,dev,3,734580,3,cafe,PCAFETER_ch01_8k.wav,494846,-10,946930018
26607,119,opm,db,dev,3,734580,3,cafe,PCAFETER_ch01_8k.wav,494846,-15,2919122743
26608,119,opm,db,dev,3,734580,3,cafe,PCAFETER_ch01_8k.wav,494846,-20,1358134750
26609,119,opm,db,dev,3,734580,3,cafe,PCAFETER_ch01_8k.wav,494846,-25,1472032480
26610,119,opm,db,dev,3,734580,3,traffic,STRAFFIC_ch01_8k.wav,1443128,10,566529350
26611,119,opm,db,dev,3,734580,3,traffic,STRAFFIC_ch01_8k.wav,1443128,5,2471627697
26612,119,opm,db,dev,3,734580,3,traffic,STRAFFIC_ch01_8k.wav,1443128,0,1469495751
26613,119,opm,db,dev,3,734580,3,traffic,STRAFFIC_ch01_8k.wav,1443128,-5,2904758552
26614,119,opm,db,dev,3,734580,3,traffic,STRAFFIC_ch01_8k.wav,1443128,-10,3184544169
26615,119,opm,db,dev,3,734580,3,traffic,STRAFFIC_ch01_8k.wav,1443128,-15,2511236777
26616,119,opm,db,dev,3,734580,3,traffic,STRAFFIC_ch01_8k.wav,1443128,-20,1185709632
26617,119,opm,db,dev,3,734580,3,traffic,STRAFFIC_ch01_8k.wav,1443128,-25,2184453864
26618,119,opm,db,dev,3,734580,3,crowd,SPSQUARE_ch01_8k.wav,1276481,10,1082034567
26619,119,opm,db,dev,3,734580,3,crowd,SPSQUARE_ch01_8k.wav,1276481,5,3877981098
26620,119,opm,db,dev,3,734580,3,crowd,SPSQUARE_ch01_8k.wav,1276481,0,3291601732
26621,119,opm,db,dev,3,734580,3,crowd,SPSQUARE_ch01_8k.wav,1276481,-5,2117444243
26622,119,opm,db,dev,3,734580,3,crowd,SPSQUARE_ch01_8k.wav,1276481,-10,4146606854
26623,119,opm,db,dev,3,734580,3,crowd,SPSQUARE_ch01_8k.wav,1276481,-15,2348296762
26624,119,opm,db,dev,3,734580,3,crowd,SPSQUARE_ch01_8k.wav,1276481,-20,1411049129
26625,119,opm,db,dev,3,734580,3,crowd,SPSQUARE_ch01_8k.wav,1276481,-25,410028935
26626,119,opm,db,dev,5,758576,1,none,,0,Inf,1689804903
26627,119,opm,db,dev,5,758576,1,cafe,PCAFETER_ch01_8k.wav,2030612,10,2793001375
26628,119,opm,db,dev,5,758576,1,cafe,PCAFETER_ch01_8k.wav,2030612,5,3273367897
26629,119,opm,db,dev,5,758576,1,cafe,PCAFETER_ch01_8k.wav,2030612,0,1767914987
26630,119,opm,db,dev,5,758576,1,cafe,PCAFETER_ch01_8k.wav,2030612,-5,2045496081
26631,119,opm,db,dev,5,758576,1,cafe,PCAFETER_ch01_8k.wav,2030612,-10,2923224780
26632,119,opm,db,dev,5,758576,1,cafe,PCAFETER_ch01_8k.wav,2030612,-15,3765194272
26633,119,opm,db,dev,5,758576,1,cafe,PCAFETER_ch01_8k.wav,2030612,-20,3397363704
26634,119,opm,db,dev,5,758576,1,cafe,PCAFETER_ch01_8k.wav,2030612,-25,96170199
26635,119,opm,db,dev,5,758576,1,traffic,STRAFFIC_ch01_8k.wav,2045485,10,534175149
26636,119,opm,db,dev,5,758576,1,traffic,STRAFFIC_ch01_8k.wav,2045485,5,3662654394
26637,119,opm,db,dev,5,758576,1,traffic,STRAFFIC_ch01_8k.wav,2045485,0,3581241776
26638,119,opm,db,dev,5,758576,1,traffic,STRAFFIC_ch01_8k.wav,2045485,-5,1669912418
26639,119,opm,db,dev,5,758576,1,traffic,STRAFFIC_ch01_8k.wav,2045485,-10,2509454568
26640,119,opm,db,dev,5,758576,1,traffic,STRAFFIC_ch01_8k.wav,2045485,-15,3890574573
26641,119,opm,db,dev,5,758576,1,traffic,STRAFFIC_ch01_8k.wav,2045485,-20,3915114722
26642,119,opm,db,dev,5,758576,1,traffic,STRAFFIC_ch01_8k.wav,2045485,-25,3363358161
26643,119,opm,db,dev,5,758576,1,crowd,SPSQUARE_ch01_8k.wav,1426799,10,900177636
26644,119,opm,db,dev,5,758576,1,crowd,SPSQUARE_ch01_8k.wav,1426799,5,3136540773
26645,119,opm,db,dev,5,758576,1,crowd,SPSQUARE_ch01_8k.wav,1426799,0,434214461
26646,119,opm,db,dev,5,758576,1,crowd,SPSQUARE_ch01_8k.wav,1426799,-5,3839436447
26647,119,opm,db,dev,5,758576,1,crowd,SPSQUARE_ch01_8k.wav,1426799,-10,640589234
26648,119,opm,db,dev,5,758576,1,crowd,SPSQUARE_ch01_8k.wav,1426799,-15,2844765747
26649,119,opm,db,dev,5,758576,1,crowd,SPSQUARE_ch01_8k.wav,1426799,-20,2620974905
26650,119,opm,db,dev,5,758576,1,crowd,SPSQUARE_ch01_8k.wav,1426799,-25,3336758613
26651,119,opm,db,dev,5,768264,2,none,,0,Inf,1375613605
26652,119,opm,db,dev,5,768264,2,cafe,PCAFETER_ch01_8k.wav,140580,10,4259205462
26653,119,opm,db,dev,5,768264,2,cafe,PCAFETER_ch01_8k.wav,140580,5,2535747686
26654,119,opm,db,dev,5,768264,2,cafe,PCAFETER_ch01_8k.wav,140580,0,3052515175
26655,119,opm,db,dev,5,768264,2,cafe,PCAFETER_ch01_8k.wav,140580,-5,2260553545
26656,119,opm,db,dev,5,768264,2,cafe,PCAFETER_ch01_8k.wav,140580,-10,3307007332
26657,119,opm,db,dev,5,768264,2,cafe,PCAFETER_ch01_8k.wav,140580,-15,3230127802
26658,119,opm,db,dev,5,768264,2,cafe,PCAFETER_ch01_8k.wav,140580,-20,2822421075
26659,119,opm,db,dev,5,768264,2,cafe,PCAFETER_ch01_8k.wav,140580,-25,4285273817
26660,119,opm,db,dev,5,768264,2,traffic,STRAFFIC_ch01_8k.wav,1665821,10,1974798191
